IDtag,RTC_time,,temp,humidity,loadCell,vbat,ElecCond 
100,15:14_4/21,,17.47,45.79,0.61507,3.8,213
100,15:19_4/21,,17.56,46.26,0.614014,3.8,213
100,15:24_4/21,,17.43,46.4,0.614314,3.8,213
100,15:29_4/21,,17.32,45.32,0.612305,3.8,213
100,15:34_4/21,,17.78,47.11,0.613216,3.8,213
100,15:39_4/21,,17.54,45.64,0.613155,3.8,213
100,15:44_4/21,,17.61,46.13,0.610797,3.8,213
100,15:49_4/21,,17.36,45.49,0.610583,3.8,213
100,15:54_4/21,,17.59,46.85,0.610531,3.8,213
100,15:59_4/21,,17.45,45.71,0.612329,3.8,213
100,16:4_4/21,,17.24,46.16,0.609209,3.8,213
100,16:9_4/21,,17.21,46.42,0.609394,3.8,213
100,16:14_4/21,,17.3,46.27,0.608082,3.8,213
100,16:19_4/21,,16.96,45.82,0.607878,3.8,213
100,16:24_4/21,,16.81,47.08,0.608244,3.8,213
100,16:34_4/21,,16.59,46.92,0.605911,3.8,213
100,16:39_4/21,,16.55,47.59,0.605628,3.8,213
100,16:44_4/21,,16.39,46.49,0.606584,3.8,213
100,16:49_4/21,,16.23,46.86,0.606134,3.8,213
100,16:54_4/21,,16.05,46.67,0.60442,3.8,213
100,16:59_4/21,,16.16,48.03,0.603865,3.8,213
100,17:9_4/21,,15.89,47.2,0.602125,3.8,213
100,17:14_4/21,,15.89,47.7,0.602319,3.8,213
100,17:19_4/21,,15.77,47.77,0.601413,3.8,213
100,17:24_4/21,,15.69,47.46,0.602836,3.8,213
100,17:29_4/21,,15.68,46.99,0.599363,3.8,213
100,17:34_4/21,,15.59,46.13,0.600121,3.8,213
100,17:39_4/21,,15.56,47.09,0.599333,3.8,213
100,17:44_4/21,,15.55,47.59,0.599289,3.8,213
100,17:49_4/21,,15.51,46.89,0.599073,3.8,213
100,17:54_4/21,,15.48,47.22,0.59902,3.8,213
100,17:59_4/21,,15.4,47.25,0.598236,3.8,213
100,18:9_4/21,,15.2,47.65,0.597789,3.8,213
100,18:14_4/21,,15.15,47.27,0.59671,3.8,213
100,18:19_4/21,,15.08,47.65,0.596155,3.8,213
100,18:24_4/21,,14.94,47.99,0.597593,3.8,213
100,18:29_4/21,,14.84,48.88,0.595054,3.8,213
100,18:34_4/21,,14.62,48.13,0.594957,3.8,213
100,18:39_4/21,,14.24,48.64,0.594115,3.8,213
100,18:44_4/21,,14.02,49.03,0.594073,3.8,213
100,18:49_4/21,,13.88,49.36,0.593615,3.8,213
100,18:54_4/21,,13.83,49.75,0.593717,3.8,213
100,18:59_4/21,,13.85,49.96,0.593113,3.8,213
100,19:4_4/21,,13.91,50.13,0.593462,3.8,213
100,19:9_4/21,,13.91,50.25,0.592754,3.8,213
100,19:14_4/21,,13.84,50.54,0.593366,3.8,213
100,19:19_4/21,,13.75,50.78,0.59232,3.8,213
100,19:24_4/21,,13.56,51.03,0.5926,3.8,213
100,19:29_4/21,,13.28,51.51,0.591746,3.8,213
100,19:34_4/21,,12.84,51.99,0.591691,3.8,213
100,19:39_4/21,,12.33,52.52,0.591053,3.8,213
100,19:44_4/21,,11.73,53.09,0.59045,3.8,213
100,19:49_4/21,,11.54,53.71,0.58988,3.8,213
100,19:54_4/21,,11.57,53.76,0.589574,3.8,213
100,19:59_4/21,,11.37,54.12,0.5892,3.7,213
100,20:4_4/21,,11.18,54.43,0.588719,3.8,213
100,20:9_4/21,,10.91,54.77,0.588414,3.7,213
100,20:14_4/21,,10.73,55.32,0.587952,3.8,213
100,20:19_4/21,,10.54,55.53,0.587751,3.8,213
100,20:24_4/21,,10.1,55.89,0.587417,3.8,213
100,20:29_4/21,,10.08,56.62,0.587284,3.8,213
100,20:34_4/21,,9.82,57.24,0.586712,3.8,213
100,20:39_4/21,,9.57,58.09,0.586259,3.8,213
100,20:44_4/21,,9.28,58.29,0.585939,3.7,213
100,20:49_4/21,,8.84,58.74,0.585477,3.8,213
100,20:54_4/21,,8.4,59.23,0.584925,3.8,213
100,20:59_4/21,,8.44,59.63,0.584642,3.7,213
100,21:4_4/21,,8.58,60.08,0.584537,3.8,213
100,21:9_4/21,,8.73,60.09,0.584473,3.8,213
100,21:19_4/21,,8.97,60.84,0.584217,3.8,213
100,21:24_4/21,,9.08,61.19,0.58476,3.8,213
100,21:34_4/21,,9.6,60.55,0.584511,3.8,213
100,21:39_4/21,,9.46,60.96,0.583951,3.7,213
100,21:44_4/21,,9.27,60.93,0.583591,3.8,213
100,21:49_4/21,,9.22,61.15,0.583367,3.8,213
100,21:54_4/21,,9.24,62.01,0.583273,3.7,213
100,21:59_4/21,,9.13,61.36,0.582976,3.7,213
100,22:4_4/21,,8.94,62.16,0.582844,3.8,213
100,22:9_4/21,,8.81,61.86,0.58243,3.8,213
100,22:14_4/21,,8.82,62.09,0.582614,3.7,213
100,22:19_4/21,,8.68,62.6,0.582604,3.8,213
100,22:24_4/21,,8.74,62.62,0.581753,3.7,213
100,22:29_4/21,,8.56,62.62,0.581788,3.8,213
100,22:34_4/21,,8.17,63.11,0.581421,3.8,213
100,22:39_4/21,,8.09,63.79,0.581921,3.8,213
100,22:44_4/21,,8.44,63.74,0.581204,3.8,213
100,22:49_4/21,,8.28,63.26,0.58052,3.8,213
100,22:54_4/21,,8.09,63.72,0.580768,3.7,213
100,22:59_4/21,,7.85,63.73,0.580423,3.8,213
100,23:4_4/21,,7.75,64.51,0.580558,3.8,213
100,23:9_4/21,,7.68,64.23,0.580037,3.7,213
100,23:14_4/21,,7.64,65.26,0.582139,3.7,213
100,23:19_4/21,,7.94,64.95,0.581233,3.7,213
100,23:24_4/21,,8.09,65.06,0.580104,3.7,213
100,23:29_4/21,,7.92,65.44,0.579948,3.7,213
100,23:34_4/21,,7.85,65,0.579481,3.7,213
100,23:39_4/21,,7.59,64.92,0.579419,3.8,213
100,23:44_4/21,,7.35,65.34,0.579103,3.8,213
100,23:49_4/21,,7.43,65.95,0.578527,3.8,213
100,23:54_4/21,,7.53,66.04,0.579103,3.7,213
100,23:59_4/21,,7.66,66.15,0.578775,3.7,213
100,0:4_4/22,,7.26,65.77,0.578525,3.8,213
100,0:9_4/22,,7.33,66.69,0.57858,3.7,213
100,0:14_4/22,,7.46,66.49,0.578477,3.7,213
100,0:19_4/22,,7.39,66.81,0.578491,3.7,213
100,0:24_4/22,,7.42,66.95,0.57873,3.7,213
100,0:29_4/22,,7.33,66.65,0.578287,3.8,213
100,0:39_4/22,,6.9,67.06,0.578285,3.7,213
100,0:49_4/22,,6.45,67.49,0.577571,3.7,213
100,0:54_4/22,,6.87,67.52,0.577794,3.7,213
100,0:59_4/22,,6.56,67.09,0.577439,3.7,213
100,1:4_4/22,,6.46,67.45,0.577402,3.7,213
100,1:9_4/22,,6.44,67.33,0.577285,3.7,213
100,1:14_4/22,,6.57,68.16,0.576607,3.7,213
100,1:19_4/22,,6.65,67.6,0.577786,3.7,213
100,1:24_4/22,,6.51,67.65,0.577085,3.7,213
100,1:29_4/22,,6.73,67.89,0.578567,3.7,213
100,1:34_4/22,,6.84,67.94,0.577289,3.7,213
100,1:39_4/22,,6.78,67.78,0.577414,3.7,213
100,1:44_4/22,,6.75,67.86,0.576839,3.7,213
100,1:49_4/22,,6.87,67.8,0.576966,3.7,213
100,1:54_4/22,,6.83,67.8,0.576714,3.7,213
100,1:59_4/22,,6.83,68.02,0.576909,3.7,213
100,2:4_4/22,,6.79,68.15,0.577246,3.7,213
100,2:9_4/22,,6.91,68.1,0.576847,3.7,213
100,2:14_4/22,,6.84,68.05,0.577238,3.7,213
100,2:19_4/22,,6.69,67.89,0.576809,3.7,213
100,2:24_4/22,,6.52,68.18,0.576188,3.7,213
100,2:29_4/22,,6.29,68.41,0.576297,3.7,213
100,2:34_4/22,,6.16,68.74,0.5765,3.7,213
100,2:39_4/22,,5.87,68.44,0.575992,3.7,213
100,2:44_4/22,,5.8,68.88,0.576072,3.7,213
100,2:49_4/22,,5.88,69.2,0.57572,3.7,213
100,2:54_4/22,,6.18,69.71,0.576398,3.7,213
100,2:59_4/22,,6.18,69.45,0.576436,3.7,213
100,3:4_4/22,,6.15,69.46,0.576014,3.7,213
100,3:9_4/22,,5.94,69.52,0.575837,3.7,213
100,3:14_4/22,,5.91,69.93,0.575923,3.7,213
100,3:19_4/22,,5.69,69.54,0.575383,3.7,213
100,3:24_4/22,,5.72,69.72,0.575713,3.7,213
100,3:29_4/22,,5.63,69.91,0.576494,3.7,213
100,3:34_4/22,,5.63,70.29,0.575764,3.7,213
100,3:39_4/22,,5.7,70.56,0.575577,3.7,213
100,3:44_4/22,,5.63,70.2,0.575505,3.7,213
100,3:49_4/22,,5.27,70.57,0.575473,3.7,213
100,3:54_4/22,,5.23,70.5,0.575534,3.7,213
100,3:59_4/22,,5.29,70.4,0.575571,3.7,213
100,4:4_4/22,,5.17,70.4,0.574976,3.7,213
100,4:9_4/22,,5.26,70.77,0.575196,3.7,213
100,4:14_4/22,,5.49,70.77,0.576256,3.7,213
100,4:19_4/22,,5.26,70.61,0.575568,3.7,213
100,4:24_4/22,,5.21,70.71,0.575164,3.7,213
100,4:29_4/22,,4.92,70.81,0.575319,3.7,213
100,4:34_4/22,,4.9,70.86,0.575224,3.7,213
100,4:39_4/22,,5.12,70.77,0.575164,3.7,213
100,4:44_4/22,,5.04,70.62,0.575315,3.7,213
100,4:49_4/22,,4.9,70.67,0.574995,3.7,213
100,4:54_4/22,,5.04,70.92,0.575165,3.7,213
100,4:59_4/22,,5.04,70.91,0.575432,3.7,213
100,5:4_4/22,,4.93,70.96,0.574992,3.7,213
100,5:9_4/22,,4.65,70.98,0.574638,3.7,213
100,5:14_4/22,,4.24,71.21,0.574499,3.7,213
100,5:19_4/22,,4.32,71.42,0.574374,3.7,213
100,5:24_4/22,,4.4,71.44,0.574621,3.7,213
100,5:29_4/22,,4.17,71.57,0.574501,3.7,213
100,5:34_4/22,,3.97,71.57,0.574418,3.7,213
100,5:39_4/22,,4.25,72.08,0.574614,3.7,213
100,5:44_4/22,,4.23,71.86,0.574301,3.7,213
100,5:49_4/22,,4.04,72.12,0.574388,3.7,213
100,5:54_4/22,,3.98,72.31,0.574549,3.7,213
100,5:59_4/22,,3.73,72.07,0.574114,3.7,213
100,6:4_4/22,,3.78,72.68,0.574241,3.7,213
100,6:9_4/22,,3.51,72.43,0.574076,3.7,213
100,6:14_4/22,,3.48,72.54,0.574023,3.7,213
100,6:19_4/22,,3.42,72.95,0.573493,3.7,213
100,6:24_4/22,,3.81,72.75,0.574174,3.7,213
100,6:29_4/22,,4.04,72.67,0.57406,3.7,213
100,6:34_4/22,,4.24,72.36,0.574323,3.7,213
100,6:39_4/22,,4.22,72.49,0.574009,3.7,213
100,6:44_4/22,,4.4,72.87,0.574151,3.7,213
100,6:49_4/22,,4.4,72.68,0.574212,3.7,213
100,6:54_4/22,,4.42,72.76,0.574145,3.7,213
100,6:59_4/22,,4.39,72.65,0.573974,3.7,213
100,7:4_4/22,,4.62,72.7,0.574365,3.7,213
100,7:9_4/22,,5.2,72.5,0.574357,3.7,213
100,7:14_4/22,,5.52,72.31,0.574802,3.7,213
100,7:19_4/22,,5.77,72.07,0.574549,3.7,213
100,7:24_4/22,,5.96,71.88,0.574622,3.7,213
100,7:29_4/22,,6.1,71.85,0.574675,3.7,213
100,7:34_4/22,,6.15,71.62,0.574445,3.7,213
100,7:39_4/22,,6.16,71.46,0.575,3.7,213
100,7:44_4/22,,6.25,71.52,0.574867,3.7,213
100,7:49_4/22,,6.48,71.44,0.574736,3.7,213
100,7:54_4/22,,6.69,71.21,0.574798,3.7,213
100,7:59_4/22,,6.91,71.14,0.574872,3.7,213
100,8:4_4/22,,7.23,71.06,0.575477,3.7,213
100,8:9_4/22,,7.41,70.84,0.575631,3.7,213
100,8:14_4/22,,7.73,70.6,0.57579,3.7,213
100,8:19_4/22,,7.99,70.07,0.575792,3.7,213
100,8:24_4/22,,8.27,69.44,0.575543,3.7,213
100,8:29_4/22,,8.63,69.43,0.575585,3.7,213
100,8:34_4/22,,8.92,68.92,0.575936,3.7,213
100,8:39_4/22,,9.34,68.17,0.576218,3.7,213
100,8:44_4/22,,9.66,67.95,0.575405,3.7,213
100,8:49_4/22,,9.76,66.82,0.57595,3.7,213
100,8:54_4/22,,9.72,66.74,0.575734,3.7,213
100,9:4_4/22,,10.2,65.47,0.576538,3.7,213
100,9:9_4/22,,10.52,65.55,0.575368,3.7,213
100,9:14_4/22,,11.13,65.46,0.577381,3.7,213
100,9:19_4/22,,11.45,64.89,0.577036,3.7,213
100,9:24_4/22,,11.48,63.93,0.57673,3.7,213
100,9:29_4/22,,11.85,64.12,0.577103,3.7,213
100,9:34_4/22,,11.76,62.4,0.577248,3.7,213
100,9:39_4/22,,11.67,61.91,0.578224,3.7,213
100,9:44_4/22,,11.72,61.89,0.577479,3.7,213
100,9:49_4/22,,12.09,62.37,0.576875,3.7,213
100,9:54_4/22,,12.28,61.11,0.576402,3.7,213
100,9:59_4/22,,12.63,60.95,0.576424,3.7,213
100,10:4_4/22,,12.81,60.44,0.576639,3.7,213
100,10:9_4/22,,12.81,60.19,0.577189,3.7,213
100,10:14_4/22,,13.1,59.69,0.577285,3.7,213
100,10:19_4/22,,13.38,59.82,0.577321,3.7,213
100,10:24_4/22,,13.52,58.4,0.578498,3.7,213
100,10:29_4/22,,13.61,58.42,0.577171,3.7,213
100,10:34_4/22,,14,59.37,0.577574,3.7,213
100,10:39_4/22,,14.12,58.57,0.577143,3.7,213
100,10:44_4/22,,14.12,59.36,0.577373,3.7,213
100,10:49_4/22,,14.22,58.69,0.577617,3.7,213
100,10:54_4/22,,14.58,58.53,0.577432,3.7,213
100,10:59_4/22,,14.79,58.62,0.576783,3.7,213
100,11:4_4/22,,14.69,57.2,0.57674,3.7,213
100,11:9_4/22,,14.9,57.14,0.576831,3.7,213
100,11:14_4/22,,14.6,56.89,0.576614,3.7,213
100,11:19_4/22,,15.24,55.75,0.576491,3.7,213
100,11:24_4/22,,15.15,57.45,0.576889,3.7,213
100,11:29_4/22,,15.57,57.19,0.575851,3.7,213
100,11:34_4/22,,15.58,54.68,0.57678,3.7,213
100,11:39_4/22,,15.25,52.54,0.573969,3.7,213
100,11:44_4/22,,15.07,54.63,0.575797,3.7,213
100,11:49_4/22,,15.65,55.14,0.575234,3.7,213
100,11:54_4/22,,15.94,53.53,0.575808,3.7,213
100,11:59_4/22,,15.78,52.18,0.574359,3.7,213
100,12:4_4/22,,16,53.48,0.572913,3.7,213
100,12:9_4/22,,16.25,53.52,0.573925,3.7,213
100,12:14_4/22,,16.64,52.42,0.574036,3.7,213
100,12:19_4/22,,16.54,52.14,0.577219,3.7,213
100,12:24_4/22,,16.68,52.99,0.572669,3.7,213
100,12:29_4/22,,16.81,51.31,0.57382,3.7,213
100,12:34_4/22,,16.76,51.33,0.57242,3.7,213
100,12:39_4/22,,17,52.11,0.572207,3.7,213
100,12:44_4/22,,17.27,51.73,0.572227,3.7,213
100,12:49_4/22,,17.3,49.74,0.57136,3.7,213
100,12:54_4/22,,17.14,49.02,0.571187,3.7,213
100,12:59_4/22,,17.44,47.92,0.573223,3.7,213
100,13:4_4/22,,17.33,49.9,0.570169,3.7,213
100,13:9_4/22,,17.92,49.82,0.569641,3.7,213
100,13:14_4/22,,18.21,50.15,0.570111,3.7,213
100,13:19_4/22,,17.72,46.79,0.569604,3.7,213
100,13:29_4/22,,17.71,47.58,0.568955,3.7,213
100,13:34_4/22,,17.39,46.37,0.569676,3.7,213
100,13:39_4/22,,17.34,47.95,0.568505,3.7,213
100,13:44_4/22,,17.86,47.7,0.569694,3.7,213
100,13:49_4/22,,17.55,48.31,0.56699,3.7,213
100,13:54_4/22,,17.43,48.2,0.566817,3.7,213
100,13:59_4/22,,17.41,49.28,0.564228,3.7,213
100,14:4_4/22,,17.4,47.77,0.564802,3.7,213
100,14:9_4/22,,17.22,48.18,0.564234,3.7,213
100,14:14_4/22,,17.61,48.03,0.564474,3.7,213
100,14:19_4/22,,18.02,47.29,0.563212,3.7,213
100,14:24_4/22,,18.26,49.09,0.565257,3.7,213
100,14:29_4/22,,18.15,46.66,0.56247,3.7,213
100,14:34_4/22,,17.8,47.45,0.561842,3.7,213
100,14:39_4/22,,18.41,46.94,0.561396,3.7,213
100,14:44_4/22,,18.58,47.54,0.562158,3.7,213
100,14:49_4/22,,18.7,47.89,0.560259,3.7,213
100,14:54_4/22,,19.05,47.68,0.560705,3.7,213
100,14:59_4/22,,18.51,45.96,0.56091,3.7,213
100,15:4_4/22,,18.49,45.94,0.558845,3.7,213
100,15:9_4/22,,18.69,46.66,0.559768,3.7,213
100,15:14_4/22,,18.97,45.63,0.558308,3.7,213
100,15:19_4/22,,18.57,45.81,0.558643,3.7,213
100,15:24_4/22,,18.37,46.52,0.557538,3.7,213
100,15:29_4/22,,18.39,46.26,0.55698,3.7,213
100,15:34_4/22,,18.87,46.45,0.556679,3.7,213
100,15:39_4/22,,18.71,46.77,0.556258,3.7,213
100,15:49_4/22,,19.03,45.6,0.556748,3.7,213
100,15:54_4/22,,19.05,46.03,0.55455,3.7,213
100,15:59_4/22,,18.6,43.97,0.556436,3.7,213
100,16:4_4/22,,18.62,45.08,0.55434,3.7,213
100,16:9_4/22,,18.56,45.04,0.55229,3.7,213
100,16:14_4/22,,18.64,44.33,0.553196,3.7,213
100,16:19_4/22,,18.54,44.39,0.552418,3.7,213
100,16:24_4/22,,18.62,45.62,0.552902,3.7,213
100,16:29_4/22,,18.36,43.54,0.551995,3.7,213
100,16:34_4/22,,18.39,43.79,0.553183,3.7,213
100,16:39_4/22,,18.09,43.47,0.551156,3.7,213
100,16:44_4/22,,17.99,44.97,0.551369,3.7,213
100,16:49_4/22,,17.84,43.21,0.552323,3.7,213
100,16:54_4/22,,17.61,41.56,0.549045,3.7,213
100,16:59_4/22,,17.46,43.04,0.549922,3.7,213
100,17:4_4/22,,17.43,44.58,0.549002,3.7,213
100,17:9_4/22,,17.39,43.7,0.547883,3.7,213
100,17:14_4/22,,17.19,44.09,0.547802,3.7,213
100,17:19_4/22,,17.25,45.42,0.547459,3.7,213
100,17:24_4/22,,17.24,44.06,0.546164,3.7,213
100,17:29_4/22,,17.13,44.17,0.545672,3.7,213
100,17:34_4/22,,17.05,43.42,0.545568,3.7,213
100,17:39_4/22,,17.02,45.55,0.545551,3.7,213
100,17:44_4/22,,17.09,45.31,0.545356,3.7,213
100,17:49_4/22,,17.02,44.53,0.545016,3.7,213
100,17:54_4/22,,16.94,44.31,0.545108,3.7,213
100,17:59_4/22,,16.82,44.58,0.543914,3.7,213
100,18:4_4/22,,16.81,44.07,0.543852,3.7,213
100,18:9_4/22,,16.78,44.25,0.543268,3.7,213
100,18:14_4/22,,16.72,43.03,0.542366,3.7,213
100,18:19_4/22,,16.72,43.15,0.541573,3.7,213
100,18:24_4/22,,16.6,42.39,0.54139,3.7,213
100,18:29_4/22,,16.38,41.14,0.540372,3.7,213
100,18:34_4/22,,16.36,40.17,0.541422,3.7,213
100,18:39_4/22,,16.29,41.67,0.539653,3.7,213
100,18:44_4/22,,15.87,42.76,0.539447,3.7,213
100,18:49_4/22,,15.68,42.87,0.539125,3.7,213
100,18:54_4/22,,15.36,43.96,0.538657,3.7,213
100,18:59_4/22,,15.26,43.78,0.538681,3.7,213
100,19:4_4/22,,15.45,44.06,0.538158,3.7,213
100,19:9_4/22,,15.1,44.08,0.537761,3.7,213
100,19:14_4/22,,15.19,43.23,0.539404,3.7,213
100,19:19_4/22,,15.17,43.68,0.537434,3.7,213
100,19:24_4/22,,14.84,44.05,0.537027,3.7,213
100,19:29_4/22,,14.68,44.01,0.53682,3.7,213
100,19:34_4/22,,14.16,44.88,0.536205,3.7,213
100,19:39_4/22,,13.48,45.13,0.53599,3.7,213
100,19:44_4/22,,12.84,45.88,0.535477,3.7,213
100,19:49_4/22,,12.49,46.09,0.534887,3.7,213
100,19:54_4/22,,12.47,46.36,0.534488,3.7,213
100,19:59_4/22,,11.81,46.56,0.534069,3.7,213
100,20:4_4/22,,11.6,46.95,0.533653,3.7,213
100,20:9_4/22,,11.84,47.03,0.533224,3.7,213
100,20:14_4/22,,11.64,47.24,0.533089,3.7,213
100,20:19_4/22,,11.12,47.57,0.532617,3.7,213
100,20:24_4/22,,10.77,48.1,0.531981,3.7,213
100,20:29_4/22,,10.72,48.33,0.531754,3.7,213
100,20:34_4/22,,11.13,48.59,0.531669,3.7,213
100,20:39_4/22,,11,48.58,0.531236,3.7,213
100,20:44_4/22,,10.91,48.95,0.531184,3.7,213
100,20:49_4/22,,10.33,49.29,0.530764,3.7,213
100,20:54_4/22,,10.47,49.71,0.530517,3.7,213
100,20:59_4/22,,10.93,49.97,0.530377,3.7,213
100,21:4_4/22,,10.54,50,0.530203,3.7,213
100,21:9_4/22,,10.57,50.14,0.529879,3.7,213
100,21:14_4/22,,10.4,50.5,0.529624,3.7,213
100,21:19_4/22,,10.33,50.96,0.529326,3.7,213
100,21:29_4/22,,10.05,51.94,0.528839,3.7,213
100,21:34_4/22,,9.64,51.86,0.528453,3.7,213
100,21:39_4/22,,9.49,52.39,0.528026,3.7,213
100,21:44_4/22,,9.34,52.4,0.528142,3.7,213
100,21:49_4/22,,9.37,52.44,0.527625,3.7,213
100,21:54_4/22,,9.47,52.63,0.527462,3.7,213
100,21:59_4/22,,9.53,52.85,0.527293,3.7,213
100,22:4_4/22,,10.04,52.79,0.5276,3.7,213
100,22:9_4/22,,9.93,52.42,0.528059,3.7,213
100,22:14_4/22,,9.86,52.6,0.527299,3.7,213
100,22:19_4/22,,9.93,52.67,0.527197,3.7,213
100,22:24_4/22,,9.96,52.79,0.526979,3.7,213
100,22:29_4/22,,9.82,52.67,0.526468,3.7,213
100,22:34_4/22,,9.72,53.04,0.526477,3.7,213
100,22:39_4/22,,9.73,53.05,0.526403,3.7,213
100,22:44_4/22,,9.5,53.05,0.526148,3.7,213
100,22:49_4/22,,9.38,53.31,0.526028,3.7,213
100,22:59_4/22,,8.88,53.98,0.525772,3.7,213
100,23:4_4/22,,8.98,54.06,0.525169,3.7,213
100,23:9_4/22,,9.08,54.27,0.525163,3.7,213
100,23:19_4/22,,10.13,53.95,0.525292,3.7,213
100,23:24_4/22,,10.32,53.49,0.525353,3.7,213
100,23:29_4/22,,10.29,53.36,0.525445,3.7,213
100,23:34_4/22,,10.4,53.14,0.525404,3.7,213
100,23:39_4/22,,10.19,52.95,0.524968,3.7,213
100,23:44_4/22,,10.26,53.2,0.524931,3.7,213
100,23:49_4/22,,10.22,53.08,0.524624,3.7,213
100,23:54_4/22,,10.08,52.95,0.52427,3.7,213
100,23:59_4/22,,9.9,53.06,0.523895,3.7,213
100,0:4_4/23,,9.75,53.25,0.524105,3.7,213
100,0:9_4/23,,9.74,53.38,0.523977,3.7,213
100,0:14_4/23,,9.56,53.49,0.523934,3.7,213
100,0:19_4/23,,9.33,53.48,0.523283,3.7,213
100,0:24_4/23,,9.43,53.66,0.522035,3.7,213
100,0:34_4/23,,9.25,53.63,0.522765,3.7,213
100,0:44_4/23,,9.31,53.89,0.522905,3.7,213
100,0:49_4/23,,9.37,53.88,0.522568,3.7,213
100,0:54_4/23,,9.33,53.66,0.522201,3.7,213
100,0:59_4/23,,9.33,53.69,0.522045,3.7,213
100,1:4_4/23,,9.34,53.77,0.52236,3.7,213
100,1:9_4/23,,9.41,53.67,0.521953,3.7,213
100,1:14_4/23,,9.19,53.67,0.521887,3.7,213
100,1:19_4/23,,9.25,53.83,0.521877,3.7,213
100,1:24_4/23,,9.26,53.71,0.521194,3.7,213
100,1:34_4/23,,9.12,54.08,0.521366,3.7,213
100,1:39_4/23,,9,54.18,0.52157,3.7,213
100,1:44_4/23,,9.23,54.01,0.521027,3.7,213
100,1:49_4/23,,8.87,53.98,0.520776,3.7,213
100,1:54_4/23,,8.52,54.21,0.520882,3.7,213
100,1:59_4/23,,8.54,54.32,0.520527,3.7,213
100,2:9_4/23,,8.08,54.59,0.520153,3.7,213
100,2:14_4/23,,7.83,54.73,0.519677,3.7,213
100,2:19_4/23,,7.62,55.1,0.51933,3.7,213
100,2:24_4/23,,7.29,55.24,0.519104,3.7,213
100,2:29_4/23,,7.1,55.88,0.51871,3.7,213
100,2:34_4/23,,6.98,56.09,0.518636,3.7,213
100,2:39_4/23,,6.69,56.11,0.51834,3.7,213
100,2:44_4/23,,6.13,56.88,0.517984,3.7,213
100,2:49_4/23,,6.12,58.2,0.517751,3.7,213
100,2:54_4/23,,6.48,57.8,0.517635,3.7,213
100,2:59_4/23,,6.45,57.95,0.517369,3.7,213
100,3:4_4/23,,7.18,58.02,0.518259,3.7,213
100,3:9_4/23,,7.81,57.48,0.518277,3.7,213
100,3:14_4/23,,7.68,56.94,0.518317,3.7,213
100,3:19_4/23,,7.58,56.97,0.518006,3.7,213
100,3:24_4/23,,7.51,57.14,0.518217,3.7,213
100,3:29_4/23,,7.35,57.03,0.517891,3.7,213
100,3:34_4/23,,7.28,57.09,0.517755,3.7,213
100,3:39_4/23,,7.54,57.4,0.519836,3.7,213
100,3:44_4/23,,7.78,57.29,0.517642,3.7,213
100,3:49_4/23,,7.66,57.34,0.517638,3.7,213
100,3:54_4/23,,7.21,57.93,0.517378,3.7,213
100,3:59_4/23,,6.99,57.96,0.517017,3.7,213
100,4:4_4/23,,6.73,58.11,0.516828,3.7,213
100,4:9_4/23,,6.59,58.65,0.516594,3.7,213
100,4:14_4/23,,6.4,59,0.516304,3.7,213
100,4:19_4/23,,6.06,59.75,0.515943,3.7,213
100,4:24_4/23,,5.78,60.8,0.5155,3.7,213
100,4:29_4/23,,5.67,60.98,0.515124,3.7,213
100,4:34_4/23,,5.42,60.79,0.514847,3.7,213
100,4:39_4/23,,5.06,61.3,0.514304,3.7,213
100,4:44_4/23,,5.19,62.2,0.514178,3.7,213
100,4:49_4/23,,5.61,62.69,0.514242,3.7,213
100,4:54_4/23,,6.19,63.1,0.514723,3.7,213
100,4:59_4/23,,6.54,62.83,0.515131,3.7,213
100,5:4_4/23,,6.7,62.65,0.515226,3.7,213
100,5:9_4/23,,6.71,62.69,0.514988,3.7,213
100,5:14_4/23,,6.71,62.71,0.515253,3.7,213
100,5:19_4/23,,6.71,62.73,0.514886,3.7,213
100,5:24_4/23,,6.64,62.67,0.514825,3.7,213
100,5:29_4/23,,6.41,62.65,0.514632,3.7,213
100,5:34_4/23,,6.57,62.95,0.515159,3.7,213
100,5:39_4/23,,6.72,62.65,0.514697,3.7,213
100,5:44_4/23,,6.53,62.57,0.514484,3.7,213
100,5:49_4/23,,6.29,63.02,0.514301,3.7,213
100,5:54_4/23,,6.07,63.18,0.514174,3.7,213
100,5:59_4/23,,6.07,63.8,0.514151,3.7,213
100,6:4_4/23,,6.04,64.35,0.514181,3.7,213
100,6:9_4/23,,5.97,64.55,0.513615,3.7,213
100,6:14_4/23,,6.07,64.37,0.513745,3.7,213
100,6:19_4/23,,6.24,64.12,0.513855,3.7,213
100,6:24_4/23,,6.44,63.95,0.513884,3.7,213
100,6:29_4/23,,6.63,63.88,0.513921,3.7,213
100,6:34_4/23,,7.2,64.04,0.514511,3.7,213
100,6:39_4/23,,7.52,63.64,0.514904,3.7,213
100,6:44_4/23,,7.61,63.29,0.515365,3.7,213
100,6:49_4/23,,7.74,63.22,0.514706,3.7,213
100,6:54_4/23,,7.9,62.98,0.51464,3.7,213
100,6:59_4/23,,8.03,62.65,0.514927,3.7,213
100,7:4_4/23,,8.11,62.64,0.515467,3.7,213
100,7:9_4/23,,8.37,62.23,0.515248,3.7,213
100,7:14_4/23,,8.46,62.06,0.515271,3.7,213
100,7:19_4/23,,8.58,61.94,0.51608,3.7,213
100,7:24_4/23,,8.75,61.8,0.515736,3.7,213
